,address
4926,"115.99,39.78"
4927,"116.47,40.01"
4928,"116.51,39.63"
4929,"116.36,40.70"
4930,"117.06,40.09"
4931,"116.69,39.96"
4932,"116.32,39.51"
4933,"116.09,40.16"
4934,"116.79,40.31"
4935,"116.73,39.63"
4936,"116.95,40.19"
4937,"116.45,39.46"
4938,"116.10,39.64"
4939,"117.12,40.14"
4940,"116.07,40.49"
4941,"116.29,39.63"
4942,"115.71,39.58"
4943,"117.01,40.13"
4944,"116.92,40.14"
4945,"116.37,39.74"
4946,"116.26,39.87"
4947,"116.81,40.17"
4948,"116.22,39.95"
4949,"116.24,40.06"
4950,"116.70,39.95"
4951,"116.26,39.69"
4952,"116.80,40.36"
4953,"116.99,40.15"
4954,"116.53,39.76"
4955,"115.90,39.83"
4956,"117.10,40.16"
4957,"116.31,39.79"
4958,"116.48,39.94"
4959,"116.82,40.34"
4960,"117.01,40.06"
4961,"116.69,39.95"
4962,"116.69,39.65"
4963,"116.30,40.21"
4964,"115.91,39.63"
4965,"116.15,39.91"
4966,"116.18,40.20"
4967,"116.34,39.90"
4968,"116.66,39.81"
4969,"116.25,40.02"
4970,"116.23,40.33"
4971,"116.23,39.92"
4972,"116.33,40.08"
4973,"116.46,39.86"
4974,"116.11,39.90"
4975,"116.14,40.04"
4976,"116.09,39.72"
4977,"116.66,40.12"
4978,"116.12,39.92"
4979,"116.25,39.99"
4980,"116.27,39.68"
4981,"116.43,40.10"
4982,"116.19,40.12"
4983,"116.05,39.59"
4984,"115.97,40.39"
4985,"116.33,40.17"
4986,"116.85,40.39"
4987,"116.65,40.20"
4988,"116.66,40.52"
4989,"116.72,39.72"
4990,"116.32,39.90"
4991,"115.94,39.97"
4992,"116.87,40.35"
4993,"116.74,39.89"
4994,"116.30,39.80"
4995,"116.59,39.73"
4996,"115.96,39.69"
4997,"116.75,40.07"
4998,"116.52,40.15"
4999,"116.33,40.31"
5000,"116.17,40.06"
5001,"116.55,40.22"
5002,"117.19,40.11"
5003,"116.05,39.68"
5004,"116.63,40.43"
5005,"116.26,40.19"
5006,"116.71,39.77"
5007,"116.76,39.80"
5008,"116.67,40.23"
5009,"116.60,40.03"
5010,"116.60,40.11"
5011,"116.20,39.83"
5012,"116.42,39.81"
5013,"116.58,40.03"
5014,"117.16,40.12"
5015,"115.92,39.61"
5016,"116.46,39.89"
5017,"116.63,40.41"
5018,"116.83,40.43"
5019,"116.63,40.73"
5020,"116.67,39.86"
5021,"116.75,40.08"
5022,"115.85,39.69"
5023,"116.53,40.25"
5024,"116.08,39.98"
5025,"116.99,40.36"
5026,"116.53,39.67"
5027,"116.29,40.09"
5028,"116.70,40.30"
5029,"116.26,40.08"
5030,"116.33,40.22"
5031,"117.00,40.19"
5032,"116.62,40.02"
5033,"116.26,39.75"
5034,"116.63,39.95"
5035,"116.35,40.20"
5036,"116.41,40.17"
5037,"116.04,39.65"
5038,"116.30,40.00"
5039,"116.37,40.06"
5040,"116.79,40.11"
5041,"116.67,40.00"
5042,"116.54,39.86"
5043,"116.49,39.56"
5044,"116.73,40.63"
5045,"115.84,39.50"
5046,"116.11,39.80"
5047,"116.34,40.34"
5048,"116.21,39.75"
5049,"116.80,39.68"
5050,"116.22,39.96"
5051,"117.17,40.59"
5052,"116.76,39.79"
5053,"116.28,40.19"
5054,"116.68,40.66"
5055,"116.19,40.11"
5056,"115.79,39.60"
5057,"116.31,39.52"
5058,"116.06,39.93"
5059,"116.62,39.71"
5060,"116.68,39.88"
5061,"116.82,40.20"
5062,"116.47,39.87"
5063,"116.65,40.06"
5064,"116.36,39.96"
5065,"116.51,39.78"
5066,"116.07,39.64"
5067,"116.43,40.06"
5068,"116.68,40.38"
5069,"116.37,39.93"
5070,"116.58,40.32"
5071,"116.62,40.15"
5072,"117.08,40.18"
5073,"116.18,40.23"
5074,"116.98,40.57"
5075,"116.53,39.86"
5076,"116.02,40.34"
5077,"116.32,40.32"
5078,"116.73,39.99"
5079,"116.59,40.30"
5080,"116.67,40.32"
5081,"116.21,39.93"
5082,"116.20,40.28"
5083,"117.01,40.39"
5084,"116.46,39.98"
5085,"116.27,39.52"
5086,"116.52,39.94"
5087,"116.65,39.90"
5088,"116.44,39.73"
5089,"116.76,40.20"
5090,"116.95,40.41"
5091,"116.32,39.66"
5092,"116.13,39.71"
5093,"116.81,39.70"
5094,"116.36,39.74"
5095,"116.97,40.18"
5096,"116.12,40.22"
5097,"116.84,39.75"
5098,"116.89,40.06"
5099,"116.40,39.93"
5100,"116.06,39.83"
5101,"116.27,39.96"
5102,"116.72,40.21"
5103,"116.25,40.14"
5104,"116.15,40.05"
5105,"117.19,40.15"
5106,"116.03,39.72"
5107,"116.65,40.22"
5108,"116.85,39.75"
5109,"116.21,40.10"
5110,"116.43,39.84"
5111,"116.47,40.04"
5112,"116.82,40.14"
5113,"116.64,40.34"
5114,"115.94,39.70"
5115,"116.37,40.18"
5116,"116.61,40.26"
5117,"116.04,39.73"
5118,"116.11,39.66"
5119,"116.01,39.70"
5120,"116.32,39.75"
5121,"117.15,40.17"
5122,"116.22,40.29"
5123,"116.65,40.01"
5124,"116.00,39.71"
5125,"115.96,40.42"
5126,"116.59,39.66"
5127,"116.09,39.75"
5128,"116.24,40.23"
5129,"116.66,40.21"
5130,"116.57,40.06"
5131,"117.26,40.65"
5132,"116.29,40.23"
5133,"116.65,40.19"
5134,"115.98,39.64"
5135,"116.39,39.81"
5136,"116.22,39.89"
5137,"116.62,40.08"
5138,"116.30,39.62"
5139,"116.57,39.65"
5140,"116.13,39.74"
5141,"116.84,40.48"
5142,"116.63,39.81"
5143,"116.50,39.93"
5144,"116.38,40.03"
5145,"115.60,39.81"
5146,"116.15,39.83"
5147,"115.90,40.38"
5148,"116.72,39.92"
5149,"116.39,39.53"
5150,"116.07,39.71"
5151,"116.56,39.66"
5152,"117.14,40.56"
5153,"116.40,39.90"
5154,"116.01,39.60"
5155,"116.71,40.14"
5156,"116.21,40.03"
5157,"116.15,39.74"
5158,"116.69,40.38"
5159,"116.57,39.63"
5160,"116.22,40.05"
5161,"116.08,39.99"
5162,"116.32,40.21"
5163,"116.11,39.89"
5164,"116.42,40.15"
5165,"116.10,40.09"
5166,"116.76,39.77"
5167,"116.50,39.73"
5168,"116.25,39.72"
5169,"116.52,40.01"
5170,"116.57,39.83"
5171,"117.24,40.18"
5172,"116.78,40.32"
5173,"116.74,39.93"
5174,"116.51,39.74"
5175,"116.26,39.68"
5176,"115.57,40.02"
5177,"116.18,39.61"
5178,"116.81,39.86"
5179,"116.39,39.85"
5180,"116.40,39.82"
5181,"116.15,39.88"
5182,"116.68,39.64"
5183,"116.25,39.96"
5184,"116.66,39.86"
5185,"116.60,40.29"
5186,"117.23,40.22"
5187,"116.12,39.97"
5188,"116.31,39.96"
5189,"116.36,40.05"
5190,"116.13,40.18"
5191,"116.80,40.09"
5192,"116.06,39.79"
5193,"116.71,39.89"
5194,"117.01,40.18"
5195,"116.90,40.41"
5196,"116.75,40.06"
5197,"116.38,39.87"
5198,"116.20,40.10"
5199,"115.84,40.45"
5200,"116.59,40.37"
5201,"116.10,40.12"
5202,"116.36,39.68"
5203,"116.29,39.83"
5204,"116.15,40.14"
5205,"116.41,39.79"
5206,"116.60,39.74"
5207,"116.29,39.74"
5208,"116.29,40.02"
5209,"116.19,39.93"
5210,"116.57,40.36"
5211,"116.51,40.01"
5212,"116.87,40.23"
5213,"116.54,39.72"
5214,"116.80,40.38"
5215,"116.10,40.53"
5216,"116.36,39.79"
5217,"116.37,39.67"
5218,"116.96,40.32"
5219,"116.36,40.11"
5220,"116.55,40.06"
5221,"116.49,40.20"
5222,"116.25,40.22"
5223,"116.48,39.88"
5224,"116.61,39.72"
5225,"116.54,40.18"
5226,"116.29,40.55"
5227,"116.74,40.07"
5228,"116.38,40.05"
5229,"116.11,40.60"
5230,"116.40,39.78"
5231,"116.24,39.62"
5232,"116.40,40.01"
5233,"116.27,39.75"
5234,"116.31,40.20"
5235,"116.68,40.62"
5236,"116.65,39.66"
5237,"116.84,40.19"
5238,"116.00,39.68"
5239,"116.45,39.70"
5240,"116.83,40.39"
5241,"116.89,39.69"
5242,"116.32,39.88"
5243,"115.97,40.37"
5244,"116.46,40.15"
5245,"116.75,39.80"
5246,"116.52,39.82"
5247,"116.29,39.94"
5248,"116.76,39.95"
5249,"116.53,40.43"
5250,"116.61,40.12"
5251,"116.15,40.09"
5252,"116.65,40.16"
5253,"116.38,39.61"
5254,"116.61,40.28"
5255,"116.33,40.45"
5256,"116.28,39.98"
5257,"116.70,40.56"
5258,"116.51,40.18"
5259,"116.59,40.08"
5260,"116.20,39.90"
5261,"116.48,39.95"
5262,"116.16,39.71"
5263,"116.01,39.58"
5264,"115.98,39.71"
5265,"116.63,39.89"
5266,"116.54,40.11"
5267,"117.07,40.14"
5268,"116.39,39.76"
5269,"116.76,39.64"
5270,"115.93,39.81"
5271,"116.81,40.73"
5272,"116.31,39.80"
5273,"116.03,40.00"
5274,"116.73,40.04"
5275,"116.53,39.63"
5276,"116.35,39.65"
5277,"115.78,39.96"
5278,"116.90,40.38"
5279,"116.68,39.91"
5280,"115.86,39.56"
5281,"116.38,39.70"
5282,"116.44,39.78"
5283,"116.26,39.78"
5284,"116.51,40.37"
5285,"116.44,39.54"
5286,"116.36,40.04"
5287,"116.36,39.82"
5288,"116.41,39.56"
5289,"116.73,39.87"
5290,"116.18,39.62"
5291,"116.63,39.84"
5292,"116.65,39.62"
5293,"116.32,39.70"
5294,"116.79,40.36"
5295,"116.42,39.80"
5296,"116.19,39.73"
5297,"116.37,40.09"
5298,"116.31,39.73"
5299,"116.48,39.69"
5300,"116.47,39.72"
5301,"116.93,40.56"
5302,"116.60,40.15"
5303,"115.96,39.65"
5304,"116.30,39.95"
5305,"116.43,40.18"
5306,"116.04,40.29"
5307,"116.23,39.77"
5308,"116.67,40.12"
5309,"115.77,39.60"
5310,"115.96,39.71"
5311,"116.27,39.73"
5312,"116.58,39.75"
5313,"116.40,39.68"
5314,"115.96,40.37"
5315,"116.00,40.48"
5316,"116.19,39.79"
5317,"116.02,40.35"
5318,"116.11,40.19"
5319,"116.65,40.39"
5320,"116.16,39.95"
5321,"116.54,40.01"
5322,"116.08,39.60"
5323,"116.34,39.91"
5324,"116.37,40.20"
5325,"116.50,39.82"
5326,"116.16,39.81"
5327,"117.20,40.60"
5328,"116.55,39.69"
5329,"116.46,39.90"
5330,"116.61,40.05"
5331,"116.23,39.87"
5332,"116.69,39.69"
5333,"116.57,40.00"
5334,"116.19,39.88"
5335,"116.79,40.35"
5336,"116.80,40.06"
5337,"116.50,39.98"
5338,"116.56,40.18"
5339,"116.72,40.16"
5340,"116.58,40.18"
5341,"116.46,39.78"
5342,"116.48,39.77"
5343,"116.54,39.78"
5344,"116.75,40.05"
5345,"116.56,39.83"
5346,"116.87,40.15"
5347,"116.25,40.00"
5348,"116.44,39.56"
5349,"116.76,39.65"
5350,"116.28,40.01"
5351,"116.16,39.84"
5352,"116.38,40.20"
5353,"116.07,39.82"
5354,"116.22,39.80"
5355,"116.39,39.73"
5356,"116.14,40.05"
5357,"116.33,39.73"
5358,"116.55,39.96"
5359,"116.79,40.61"
5360,"116.34,39.61"
5361,"117.00,40.06"
5362,"115.98,39.61"
5363,"116.02,40.07"
5364,"116.45,40.70"
5365,"116.23,40.20"
5366,"116.05,39.61"
5367,"116.79,39.81"
5368,"116.38,39.90"
5369,"116.11,39.85"
5370,"116.16,39.93"
5371,"116.20,39.77"
5372,"116.17,39.91"
5373,"116.24,39.80"
5374,"116.25,39.51"
5375,"116.08,40.28"
5376,"116.00,39.60"
5377,"116.67,40.41"
5378,"116.37,40.25"
5379,"116.64,40.17"
5380,"116.68,40.41"
5381,"115.82,40.48"
5382,"116.08,40.06"
5383,"116.14,40.11"
5384,"116.62,39.84"
5385,"115.95,39.61"
5386,"116.12,40.09"
5387,"116.71,40.28"
5388,"117.21,40.33"
5389,"116.63,39.76"
5390,"116.66,40.27"
5391,"116.14,40.06"
5392,"117.10,40.17"
5393,"116.49,39.74"
5394,"116.59,39.95"
5395,"116.43,39.98"
5396,"116.72,40.17"
5397,"116.04,39.64"
5398,"116.60,39.84"
5399,"115.82,39.67"
5400,"116.74,40.26"
5401,"115.80,39.99"
5402,"115.85,39.57"
5403,"116.46,40.17"
5404,"116.56,39.95"
5405,"116.19,40.42"
5406,"116.49,40.12"
5407,"116.55,39.83"
5408,"116.94,40.59"
5409,"116.04,40.33"
5410,"117.12,40.61"
5411,"116.22,40.21"
5412,"116.17,39.97"
5413,"116.41,40.18"
5414,"116.09,39.93"
5415,"116.27,40.09"
5416,"116.09,39.61"
5417,"116.29,39.71"
5418,"116.47,39.80"
5419,"116.27,40.20"
5420,"116.70,40.13"
5421,"116.41,40.01"
5422,"116.23,39.84"
5423,"116.78,39.72"
5424,"116.37,40.24"
5425,"116.96,40.09"
5426,"115.97,40.04"
5427,"117.25,40.62"
5428,"116.83,40.48"
5429,"116.78,40.26"
5430,"116.41,39.50"
5431,"117.02,40.38"
5432,"116.25,40.30"
5433,"115.93,39.64"
5434,"116.86,39.81"
5435,"116.42,40.56"
5436,"116.72,39.86"
5437,"116.66,39.68"
5438,"116.00,39.67"
5439,"116.46,39.96"
5440,"116.12,39.68"
5441,"116.49,39.57"
5442,"116.09,39.67"
5443,"116.27,40.08"
5444,"116.75,40.10"
5445,"116.60,40.46"
5446,"116.97,40.20"
5447,"116.63,40.20"
5448,"116.63,39.93"
5449,"116.55,40.00"
5450,"116.26,40.22"
5451,"116.65,39.65"
5452,"116.36,39.67"
5453,"116.58,39.69"
5454,"115.91,39.75"
5455,"116.46,39.60"
5456,"115.99,39.79"
5457,"116.28,40.21"
5458,"115.94,39.67"
5459,"116.65,40.40"
5460,"116.48,40.19"
5461,"116.25,40.17"
5462,"116.30,40.11"
5463,"116.24,39.61"
5464,"116.98,40.18"
5465,"117.08,40.14"
5466,"116.64,40.09"
5467,"116.12,39.74"
5468,"116.38,39.91"
5469,"116.06,39.69"
5470,"116.75,40.19"
5471,"116.49,40.17"
5472,"116.42,39.51"
5473,"116.97,40.06"
5474,"116.81,40.39"
5475,"116.05,40.30"
5476,"116.20,39.66"
5477,"116.44,39.80"
5478,"115.62,40.28"
5479,"116.17,39.65"
5480,"115.94,40.37"
5481,"116.45,40.19"
5482,"116.40,39.86"
5483,"116.73,40.30"
5484,"116.80,39.65"
5485,"116.42,39.53"
5486,"116.29,39.86"
5487,"116.25,39.82"
5488,"116.93,40.54"
5489,"116.77,39.64"
5490,"116.33,39.55"
5491,"116.48,39.56"
5492,"116.56,39.74"
5493,"116.20,40.03"
5494,"117.25,40.67"
5495,"116.29,39.68"
5496,"116.64,40.35"
5497,"116.70,40.27"
5498,"116.30,39.68"
5499,"116.63,39.85"
5500,"116.20,39.86"
5501,"116.32,39.62"
5502,"116.63,40.38"
5503,"116.11,39.81"
5504,"116.83,39.79"
5505,"116.91,40.52"
5506,"116.59,39.68"
5507,"116.49,39.64"
5508,"116.63,39.67"
5509,"116.02,39.61"
5510,"115.89,39.62"
5511,"116.58,39.92"
5512,"116.39,39.96"
5513,"116.02,39.71"
5514,"115.82,40.47"
5515,"115.89,39.80"
5516,"116.16,39.68"
5517,"115.96,39.70"
5518,"116.81,39.83"
5519,"116.52,39.76"
5520,"116.59,39.82"
5521,"116.09,39.60"
5522,"116.23,40.10"
5523,"116.17,39.92"
5524,"116.42,39.56"
5525,"116.73,39.89"
5526,"117.26,40.20"
5527,"116.58,40.14"
5528,"116.60,39.88"
5529,"116.02,40.48"
5530,"116.34,39.46"
5531,"116.83,40.17"
5532,"116.71,39.88"
5533,"116.67,40.40"
5534,"117.12,40.10"
5535,"116.64,39.92"
5536,"116.07,40.05"
5537,"115.96,40.40"
5538,"116.78,39.85"
5539,"116.17,39.96"
5540,"116.39,39.78"
5541,"117.11,40.14"
5542,"116.10,40.08"
5543,"117.18,40.14"
5544,"116.11,39.75"
5545,"116.67,40.21"
5546,"116.63,39.70"
5547,"116.31,39.83"
5548,"116.69,40.08"
5549,"116.07,40.22"
5550,"116.08,39.77"
5551,"116.41,40.11"
5552,"116.22,39.84"
5553,"116.59,39.87"
5554,"116.70,40.23"
5555,"116.43,39.61"
5556,"116.67,40.10"
5557,"116.23,40.21"
5558,"116.02,39.70"
5559,"116.23,39.59"
5560,"116.68,39.61"
5561,"116.89,40.17"
5562,"116.48,39.62"
5563,"117.24,40.68"
5564,"116.01,39.67"
5565,"116.51,39.75"
5566,"116.08,40.56"
5567,"116.67,40.34"
5568,"116.18,40.03"
5569,"116.43,39.95"
5570,"116.27,39.76"
5571,"117.04,40.09"
5572,"116.33,39.63"
5573,"116.88,40.10"
5574,"115.79,39.51"
5575,"116.01,39.72"
5576,"116.41,39.76"
5577,"116.72,40.06"
5578,"115.60,39.63"
5579,"116.24,39.59"
5580,"116.36,39.61"
5581,"116.29,39.54"
5582,"115.74,39.73"
5583,"116.34,40.40"
5584,"116.53,39.72"
5585,"117.28,40.19"
5586,"116.03,40.43"
5587,"117.06,40.39"
5588,"116.29,39.72"
5589,"116.70,39.73"
5590,"116.75,40.12"
5591,"116.12,40.46"
5592,"116.53,39.82"
5593,"116.22,40.12"
5594,"116.14,39.97"
5595,"116.34,39.76"
5596,"116.63,40.02"
5597,"116.36,39.84"
5598,"116.33,39.67"
5599,"117.16,40.44"
5600,"116.61,40.36"
5601,"116.48,39.79"
5602,"116.31,39.68"
5603,"116.44,39.57"
5604,"116.38,39.92"
5605,"116.32,39.74"
5606,"116.51,39.60"
5607,"116.57,40.20"
5608,"116.67,40.58"
5609,"116.93,40.13"
5610,"116.47,40.08"
5611,"116.44,40.12"
5612,"116.11,40.05"
5613,"116.18,40.13"
5614,"116.55,40.28"
5615,"115.92,39.68"
5616,"116.43,39.52"
5617,"116.13,40.57"
5618,"116.13,40.01"
5619,"116.72,39.78"
5620,"115.96,39.73"
5621,"116.78,39.81"
5622,"116.67,40.11"
5623,"116.46,40.03"
5624,"116.30,39.56"
5625,"115.68,39.97"
5626,"116.38,39.65"
5627,"117.17,40.15"
5628,"116.22,39.74"
5629,"117.16,40.47"
5630,"116.61,39.71"
5631,"116.31,40.07"
5632,"116.07,39.97"
5633,"116.27,40.15"
5634,"116.75,39.79"
5635,"116.33,40.24"
5636,"116.22,40.04"
5637,"116.72,40.23"
5638,"116.49,39.78"
5639,"116.13,40.24"
5640,"116.24,40.03"
5641,"116.28,39.92"
5642,"116.24,40.19"
5643,"116.54,39.88"
5644,"116.61,39.90"
5645,"116.55,40.20"
5646,"116.32,39.83"
5647,"116.43,40.15"
5648,"116.15,40.12"
5649,"116.92,40.06"
5650,"116.31,39.60"
5651,"117.00,40.24"
5652,"116.75,40.21"
5653,"116.46,39.79"
5654,"116.62,40.09"
5655,"116.20,39.71"
5656,"115.94,39.68"
5657,"116.44,40.15"
5658,"116.31,40.03"
5659,"116.56,39.81"
5660,"116.10,39.63"
5661,"115.97,39.76"
5662,"116.06,40.18"
5663,"116.06,39.74"
5664,"116.36,40.09"
5665,"116.52,39.93"
5666,"116.76,40.21"
5667,"116.78,39.78"
5668,"116.48,39.73"
5669,"117.12,40.54"
5670,"116.59,39.90"
5671,"116.33,40.09"
5672,"116.58,40.29"
5673,"116.45,39.68"
5674,"116.00,40.49"
5675,"116.29,39.95"
5676,"116.42,39.91"
5677,"116.10,39.77"
5678,"116.50,39.78"
5679,"116.68,39.85"
5680,"116.30,39.86"
5681,"116.14,39.73"
5682,"116.47,40.06"
5683,"117.15,40.19"
5684,"115.61,39.86"
5685,"117.09,40.38"
5686,"116.22,39.77"
5687,"116.14,39.68"
5688,"116.31,39.99"
5689,"116.55,39.75"
5690,"116.31,39.70"
5691,"116.12,40.01"
5692,"116.36,39.94"
5693,"116.32,40.41"
5694,"116.36,40.13"
5695,"116.21,40.00"
5696,"116.58,39.71"
5697,"116.27,39.93"
5698,"116.49,39.88"
5699,"116.42,40.10"
5700,"116.52,40.17"
5701,"115.95,40.46"
5702,"116.10,39.69"
5703,"116.64,39.79"
5704,"116.21,39.85"
5705,"116.29,40.41"
5706,"116.07,40.28"
5707,"116.12,39.75"
5708,"116.61,40.20"
5709,"116.42,40.06"
5710,"116.42,39.77"
5711,"116.74,40.16"
5712,"116.39,40.08"
5713,"116.36,39.57"
5714,"116.26,40.05"
5715,"116.63,40.21"
5716,"116.07,40.29"
5717,"116.65,40.35"
5718,"117.29,40.66"
5719,"116.29,39.91"
5720,"116.82,40.05"
5721,"116.65,40.07"
5722,"116.56,40.01"
5723,"115.69,39.97"
5724,"116.68,39.70"
5725,"116.96,40.11"
5726,"116.44,39.53"
5727,"115.64,39.97"
5728,"116.01,39.66"
5729,"116.91,39.80"
5730,"117.13,40.68"
5731,"116.25,40.23"
5732,"116.42,39.69"
5733,"116.30,39.66"
5734,"116.78,40.49"
5735,"116.14,39.79"
5736,"116.21,39.82"
5737,"117.02,40.48"
5738,"116.37,39.73"
5739,"117.17,40.12"
5740,"116.77,40.06"
5741,"116.12,40.34"
5742,"116.88,40.11"
5743,"116.09,40.24"
5744,"116.67,40.35"
5745,"116.21,39.69"
5746,"116.75,39.91"
5747,"116.86,39.82"
5748,"115.85,39.70"
5749,"115.83,39.69"
5750,"116.62,39.83"
5751,"116.34,40.03"
5752,"116.32,40.01"
5753,"116.75,40.23"
5754,"116.18,40.12"
5755,"116.26,39.65"
5756,"116.57,40.10"
5757,"115.81,39.67"
5758,"115.97,39.60"
5759,"116.40,39.95"
5760,"116.99,40.53"
5761,"116.32,39.89"
5762,"116.32,39.84"
5763,"116.29,39.79"
5764,"116.58,39.63"
5765,"116.64,39.63"
5766,"115.74,39.56"
5767,"116.35,39.85"
5768,"115.97,40.41"
5769,"117.11,40.22"
5770,"116.82,39.78"
5771,"116.68,39.77"
5772,"116.92,40.20"
5773,"116.39,39.72"
5774,"117.13,40.18"
5775,"116.18,39.79"
5776,"116.38,40.16"
5777,"116.14,39.67"
5778,"116.21,40.32"
5779,"116.71,39.66"
5780,"116.24,39.77"
5781,"116.14,39.71"
5782,"116.86,40.36"
5783,"116.99,40.47"
5784,"116.15,40.17"
5785,"116.39,39.77"
5786,"116.68,40.09"
5787,"117.10,40.18"
5788,"116.69,39.94"
5789,"116.03,39.64"
5790,"116.90,40.14"
5791,"116.25,39.92"
5792,"116.80,40.52"
5793,"116.15,40.20"
5794,"116.31,39.71"
5795,"116.19,39.61"
5796,"116.82,40.27"
5797,"116.56,40.10"
5798,"116.36,39.83"
5799,"116.75,40.15"
5800,"116.81,39.79"
5801,"116.33,39.95"
5802,"116.45,40.05"
5803,"116.14,39.96"
5804,"116.12,40.16"
5805,"116.46,39.80"
5806,"116.58,39.64"
5807,"116.56,40.32"
5808,"116.40,40.06"
5809,"116.50,39.68"
5810,"116.50,39.66"
5811,"116.55,40.26"
5812,"116.35,40.03"
5813,"116.38,40.54"
5814,"117.17,40.66"
5815,"116.63,40.34"
5816,"116.59,40.34"
5817,"116.13,39.62"
5818,"116.73,39.90"
5819,"116.66,39.88"
5820,"116.55,40.13"
5821,"116.56,39.96"
5822,"117.02,40.47"
5823,"116.77,39.60"
5824,"116.86,40.35"
5825,"116.65,40.28"
5826,"116.63,40.26"
5827,"116.16,40.35"
5828,"116.03,40.34"
5829,"116.22,40.23"
5830,"116.71,40.33"
5831,"116.21,39.76"
5832,"116.71,40.13"
5833,"116.65,40.02"
5834,"116.01,39.68"
5835,"116.44,40.20"
5836,"116.22,40.16"
5837,"116.56,39.87"
5838,"116.41,40.13"
5839,"117.03,40.36"
5840,"116.77,40.07"
5841,"116.52,39.64"
5842,"117.04,40.57"
5843,"116.27,39.59"
5844,"116.76,40.07"
5845,"116.13,40.16"
5846,"116.75,40.04"
5847,"116.31,40.13"
5848,"116.24,40.66"
5849,"116.94,40.44"
5850,"115.95,39.62"
5851,"115.91,40.36"
5852,"116.32,39.91"
5853,"116.25,40.18"
5854,"116.09,40.41"
5855,"116.63,40.31"
5856,"116.48,39.65"
5857,"116.94,40.31"
5858,"115.83,40.47"
5859,"116.50,39.75"
5860,"117.05,40.15"
5861,"116.35,39.62"
5862,"116.67,39.94"
5863,"116.49,39.61"
5864,"116.31,40.17"
5865,"117.15,40.12"
5866,"116.59,40.15"
5867,"116.68,40.06"
5868,"116.14,40.20"
5869,"116.18,39.98"
5870,"116.58,40.08"
5871,"116.36,39.91"
5872,"116.67,39.95"
5873,"116.34,39.54"
5874,"115.89,40.41"
5875,"116.89,40.41"
5876,"116.25,39.79"
5877,"116.27,40.13"
5878,"116.28,39.63"
5879,"116.39,40.24"
5880,"116.70,40.15"
5881,"115.72,39.57"
5882,"116.59,39.70"
5883,"116.34,39.93"
5884,"116.90,39.74"
5885,"116.01,40.36"
5886,"116.47,40.15"
5887,"116.56,40.23"
5888,"116.78,39.84"
5889,"116.23,39.97"
5890,"116.65,40.00"
5891,"116.41,39.73"
5892,"116.05,40.01"
5893,"116.81,40.36"
5894,"116.70,40.03"
5895,"116.15,39.87"
5896,"116.06,39.97"
5897,"117.14,40.12"
5898,"116.01,39.82"
5899,"116.25,40.08"
5900,"116.28,40.03"
5901,"116.72,40.12"
5902,"116.30,39.71"
5903,"116.76,40.16"
5904,"116.74,40.12"
5905,"116.75,40.38"
5906,"116.25,39.89"
5907,"116.10,39.79"
5908,"116.16,40.23"
5909,"116.82,39.63"
5910,"116.30,40.07"
5911,"116.62,39.89"
5912,"116.72,39.79"
5913,"116.45,40.86"
5914,"115.52,39.78"
5915,"116.60,40.26"
5916,"116.54,40.20"
5917,"116.54,40.21"
5918,"116.61,39.91"
5919,"116.29,39.89"
5920,"116.52,39.98"
5921,"116.36,39.90"
5922,"116.87,40.10"
5923,"116.40,39.98"
5924,"116.77,40.25"
5925,"116.26,39.88"
5926,"116.40,39.71"
5927,"116.58,39.86"
5928,"116.42,40.16"
5929,"117.02,40.13"
5930,"116.54,40.15"
5931,"116.57,40.09"
5932,"116.08,39.78"
5933,"116.20,40.66"
5934,"115.98,39.62"
5935,"116.62,40.26"
5936,"116.65,40.38"
5937,"116.64,39.82"
5938,"117.12,40.16"
5939,"116.86,40.33"
5940,"116.23,40.14"
5941,"116.24,39.94"
5942,"116.21,39.77"
5943,"116.11,40.21"
5944,"116.74,39.70"
5945,"115.77,40.17"
5946,"116.18,39.82"
5947,"116.77,39.83"
5948,"116.66,39.82"
5949,"115.53,39.78"
5950,"116.72,40.28"
5951,"116.65,39.67"
5952,"116.33,39.99"
5953,"116.64,39.93"
5954,"117.18,40.17"
5955,"116.30,39.90"
5956,"116.49,40.08"
5957,"116.11,40.39"
5958,"116.49,40.00"
5959,"116.47,39.91"
5960,"116.19,39.86"
5961,"116.61,40.44"
5962,"116.58,40.44"
5963,"115.94,40.33"
5964,"116.62,39.95"
5965,"116.51,40.16"
5966,"115.99,40.01"
5967,"116.41,39.69"
5968,"116.58,39.79"
5969,"116.91,40.26"
5970,"116.33,39.71"
5971,"116.74,40.36"
5972,"116.72,40.18"
5973,"116.46,39.81"
5974,"116.57,40.03"
5975,"116.26,40.20"
5976,"116.23,39.66"
5977,"116.90,40.45"
5978,"116.65,39.80"
5979,"116.51,39.72"
5980,"115.99,39.97"
5981,"116.55,40.19"
5982,"116.74,39.90"
5983,"116.65,40.03"
5984,"116.86,40.20"
5985,"116.38,40.06"
5986,"115.92,40.36"
5987,"115.75,39.53"
5988,"116.71,40.23"
5989,"116.64,40.05"
5990,"116.31,39.58"
5991,"116.22,40.26"
5992,"115.88,40.03"
5993,"116.07,40.51"
5994,"116.46,39.87"
5995,"116.63,40.29"
5996,"116.25,39.71"
5997,"116.88,40.40"
5998,"116.35,40.52"
5999,"115.90,40.00"
6000,"116.40,40.10"
6001,"116.29,39.52"
