,address,address_lng,address_lat,Subway_number_list,Bus_number_list,University_number_list,Middle_School_number_list
3162,"116.11,39.74",116.11,39.74,1.0,10.0,0.0,0.0
3163,"115.98,39.67",115.98,39.67,0.0,8.0,0.0,0.0
3164,"116.24,40.20",116.24,40.2,0.0,10.0,0.0,3.0
3165,"116.32,39.50",116.32,39.5,0.0,3.0,0.0,0.0
3166,"116.20,40.08",116.2,40.08,1.0,3.0,0.0,0.0
3167,"116.18,39.92",116.18,39.92,0.0,8.0,0.0,0.0
3168,"116.37,39.86",116.37,39.86,3.0,10.0,3.0,3.0
3169,"115.92,39.71",115.92,39.71,0.0,0.0,0.0,0.0
3170,"116.41,39.75",116.41,39.75,0.0,7.0,0.0,0.0
3171,"116.34,39.85",116.34,39.85,1.0,8.0,0.0,1.0
3172,"116.06,39.80",116.06,39.8,0.0,6.0,0.0,0.0
3173,"116.15,39.86",116.15,39.86,0.0,3.0,0.0,0.0
3174,"115.92,39.63",115.92,39.63,0.0,5.0,0.0,1.0
3175,"116.23,39.80",116.23,39.8,1.0,5.0,0.0,0.0
3176,"116.41,39.47",116.41,39.47,0.0,1.0,0.0,0.0
3177,"116.49,39.58",116.49,39.58,0.0,1.0,0.0,0.0
3178,"116.18,39.83",116.18,39.83,0.0,10.0,2.0,0.0
3179,"116.49,40.22",116.49,40.22,0.0,2.0,0.0,0.0
3180,"116.71,40.10",116.71,40.1,0.0,9.0,0.0,0.0
3181,"116.75,40.11",116.75,40.11,0.0,2.0,0.0,0.0
3182,"116.85,40.12",116.85,40.12,0.0,0.0,0.0,0.0
3183,"115.71,39.57",115.71,39.57,0.0,2.0,0.0,0.0
3184,"115.92,40.33",115.92,40.33,0.0,2.0,0.0,0.0
3185,"116.01,40.35",116.01,40.35,0.0,0.0,0.0,0.0
3186,"116.76,39.75",116.76,39.75,0.0,3.0,0.0,0.0
3187,"116.51,39.87",116.51,39.87,2.0,10.0,2.0,4.0
3188,"116.66,40.20",116.66,40.2,0.0,10.0,0.0,0.0
3189,"116.49,39.82",116.49,39.82,1.0,3.0,1.0,0.0
3190,"116.12,39.83",116.12,39.83,0.0,1.0,0.0,0.0
3191,"116.09,39.65",116.09,39.65,0.0,5.0,0.0,0.0
3192,"116.25,40.20",116.25,40.2,0.0,10.0,0.0,3.0
3193,"116.77,39.70",116.77,39.7,0.0,0.0,0.0,0.0
3194,"116.52,39.85",116.52,39.85,0.0,8.0,0.0,0.0
3195,"117.24,40.66",117.24,40.66,0.0,2.0,0.0,0.0
3196,"116.69,40.41",116.69,40.41,0.0,6.0,2.0,0.0
3197,"116.68,39.94",116.68,39.94,0.0,10.0,0.0,0.0
3198,"116.32,40.24",116.32,40.24,0.0,1.0,0.0,0.0
3199,"116.76,40.13",116.76,40.13,0.0,10.0,0.0,0.0
3200,"116.45,39.69",116.45,39.69,0.0,2.0,0.0,0.0
3201,"116.27,39.89",116.27,39.89,0.0,10.0,2.0,1.0
3202,"116.12,39.59",116.12,39.59,0.0,6.0,0.0,0.0
3203,"116.81,40.34",116.81,40.34,0.0,2.0,0.0,0.0
3204,"116.82,39.67",116.82,39.67,0.0,0.0,0.0,0.0
3205,"116.54,39.90",116.54,39.9,0.0,9.0,0.0,0.0
3206,"116.25,39.73",116.25,39.73,0.0,0.0,0.0,0.0
3207,"116.09,40.50",116.09,40.5,0.0,5.0,0.0,0.0
3208,"116.56,40.26",116.56,40.26,0.0,3.0,0.0,0.0
3209,"116.52,39.91",116.52,39.91,1.0,10.0,2.0,2.0
3210,"116.34,39.92",116.34,39.92,2.0,10.0,1.0,5.0
3211,"116.19,39.89",116.19,39.89,0.0,5.0,0.0,0.0
3212,"116.61,39.83",116.61,39.83,0.0,0.0,0.0,0.0
3213,"116.24,39.67",116.24,39.67,0.0,8.0,0.0,0.0
3214,"116.70,40.05",116.7,40.05,0.0,2.0,0.0,1.0
3215,"117.06,40.15",117.06,40.15,0.0,3.0,0.0,1.0
3216,"116.59,39.94",116.59,39.94,0.0,10.0,0.0,2.0
3217,"116.13,39.95",116.13,39.95,0.0,9.0,0.0,0.0
3218,"116.04,40.15",116.04,40.15,0.0,2.0,0.0,0.0
3219,"116.74,40.13",116.74,40.13,0.0,6.0,0.0,0.0
3220,"116.69,40.34",116.69,40.34,0.0,6.0,0.0,0.0
3221,"116.59,39.71",116.59,39.71,0.0,8.0,0.0,0.0
3222,"116.17,40.23",116.17,40.23,0.0,1.0,0.0,0.0
3223,"116.81,39.68",116.81,39.68,0.0,0.0,0.0,0.0
3224,"116.78,40.40",116.78,40.4,0.0,4.0,0.0,1.0
3225,"116.76,40.17",116.76,40.17,0.0,4.0,0.0,0.0
3226,"116.09,39.85",116.09,39.85,0.0,2.0,0.0,0.0
3227,"116.65,39.98",116.65,39.98,0.0,0.0,0.0,0.0
3228,"116.52,39.78",116.52,39.78,0.0,10.0,6.0,1.0
3229,"116.38,39.86",116.38,39.86,2.0,10.0,2.0,3.0
3230,"116.57,40.16",116.57,40.16,0.0,9.0,0.0,0.0
3231,"116.13,39.86",116.13,39.86,0.0,5.0,0.0,0.0
3232,"116.07,40.17",116.07,40.17,0.0,3.0,0.0,0.0
3233,"116.75,39.75",116.75,39.75,0.0,0.0,0.0,0.0
3234,"116.64,40.63",116.64,40.63,0.0,1.0,0.0,0.0
3235,"116.65,39.83",116.65,39.83,0.0,7.0,0.0,0.0
3236,"116.23,39.98",116.23,39.98,0.0,4.0,0.0,3.0
3237,"116.62,39.97",116.62,39.97,0.0,2.0,0.0,0.0
3238,"116.67,39.89",116.67,39.89,2.0,10.0,1.0,1.0
3239,"116.55,39.93",116.55,39.93,0.0,6.0,1.0,1.0
3240,"116.50,39.57",116.5,39.57,0.0,5.0,0.0,0.0
3241,"115.99,39.64",115.99,39.64,0.0,5.0,0.0,0.0
3242,"116.64,39.65",116.64,39.65,0.0,6.0,0.0,0.0
3243,"116.81,40.09",116.81,40.09,0.0,2.0,0.0,0.0
3244,"116.04,39.77",116.04,39.77,0.0,8.0,0.0,0.0
3245,"116.50,40.03",116.5,40.03,1.0,5.0,0.0,0.0
3246,"116.06,39.64",116.06,39.64,0.0,6.0,7.0,0.0
3247,"116.44,40.21",116.44,40.21,0.0,1.0,0.0,0.0
3248,"116.47,39.76",116.47,39.76,0.0,4.0,0.0,0.0
3249,"116.67,40.13",116.67,40.13,1.0,10.0,1.0,3.0
3250,"117.09,40.30",117.09,40.3,0.0,2.0,0.0,0.0
3251,"116.58,40.12",116.58,40.12,1.0,7.0,0.0,0.0
3252,"115.97,39.62",115.97,39.62,0.0,6.0,0.0,0.0
3253,"116.35,39.75",116.35,39.75,1.0,10.0,6.0,4.0
3254,"116.42,40.09",116.42,40.09,2.0,8.0,0.0,0.0
3255,"115.93,39.65",115.93,39.65,0.0,5.0,0.0,0.0
3256,"116.83,40.28",116.83,40.28,0.0,3.0,0.0,0.0
3257,"116.26,39.59",116.26,39.59,0.0,4.0,0.0,0.0
3258,"116.39,39.67",116.39,39.67,0.0,2.0,0.0,0.0
3259,"116.13,39.70",116.13,39.7,0.0,2.0,0.0,0.0
3260,"116.82,40.46",116.82,40.46,0.0,2.0,0.0,0.0
3261,"116.40,39.92",116.4,39.92,2.0,10.0,0.0,4.0
3262,"116.57,39.64",116.57,39.64,0.0,1.0,0.0,0.0
3263,"116.45,40.36",116.45,40.36,0.0,6.0,0.0,0.0
3264,"117.05,40.56",117.05,40.56,0.0,0.0,0.0,0.0
3265,"116.95,40.14",116.95,40.14,0.0,4.0,0.0,0.0
3266,"116.11,39.67",116.11,39.67,0.0,7.0,1.0,1.0
3267,"116.09,40.45",116.09,40.45,0.0,1.0,0.0,0.0
3268,"116.73,40.10",116.73,40.1,0.0,3.0,0.0,0.0
3269,"116.66,40.19",116.66,40.19,0.0,10.0,0.0,1.0
3270,"115.79,39.94",115.79,39.94,0.0,0.0,0.0,0.0
3271,"116.29,40.17",116.29,40.17,1.0,10.0,4.0,0.0
3272,"116.14,39.62",116.14,39.62,0.0,2.0,0.0,0.0
3273,"116.10,40.48",116.1,40.48,0.0,4.0,0.0,0.0
3274,"116.56,39.64",116.56,39.64,0.0,2.0,0.0,0.0
3275,"116.62,39.74",116.62,39.74,0.0,3.0,0.0,0.0
3276,"116.08,40.49",116.08,40.49,0.0,10.0,0.0,0.0
3277,"116.65,40.13",116.65,40.13,1.0,10.0,2.0,2.0
3278,"116.26,40.04",116.26,40.04,0.0,4.0,0.0,0.0
3279,"117.07,40.09",117.07,40.09,0.0,4.0,0.0,1.0
3280,"116.20,39.91",116.2,39.91,2.0,10.0,0.0,1.0
3281,"116.70,39.94",116.7,39.94,0.0,10.0,1.0,1.0
3282,"116.49,39.63",116.49,39.63,0.0,7.0,1.0,0.0
3283,"116.00,40.16",116.0,40.16,0.0,1.0,0.0,0.0
3284,"116.68,40.36",116.68,40.36,0.0,10.0,1.0,0.0
3285,"116.52,40.46",116.52,40.46,0.0,0.0,0.0,0.0
3286,"116.57,39.66",116.57,39.66,0.0,2.0,0.0,0.0
3287,"116.67,40.26",116.67,40.26,0.0,1.0,0.0,0.0
3288,"116.48,40.03",116.48,40.03,2.0,6.0,1.0,0.0
3289,"117.03,40.47",117.03,40.47,0.0,3.0,0.0,0.0
3290,"116.83,39.68",116.83,39.68,0.0,4.0,0.0,0.0
3291,"116.56,39.89",116.56,39.89,0.0,3.0,0.0,0.0
3292,"116.28,40.04",116.28,40.04,1.0,8.0,10.0,1.0
3293,"116.23,39.63",116.23,39.63,0.0,1.0,0.0,0.0
3294,"116.77,39.67",116.77,39.67,0.0,0.0,0.0,0.0
3295,"116.30,40.24",116.3,40.24,0.0,6.0,0.0,0.0
3296,"116.79,39.66",116.79,39.66,0.0,2.0,0.0,0.0
3297,"116.24,40.09",116.24,40.09,0.0,10.0,0.0,0.0
3298,"116.50,39.61",116.5,39.61,0.0,1.0,0.0,0.0
3299,"116.69,39.93",116.69,39.93,0.0,10.0,0.0,0.0
3300,"116.86,39.72",116.86,39.72,0.0,4.0,0.0,0.0
3301,"116.53,39.96",116.53,39.96,0.0,10.0,0.0,0.0
3302,"116.78,39.61",116.78,39.61,0.0,1.0,0.0,0.0
3303,"116.39,39.71",116.39,39.71,0.0,8.0,0.0,0.0
3304,"116.41,40.08",116.41,40.08,2.0,10.0,1.0,0.0
3305,"116.39,40.01",116.39,40.01,2.0,10.0,1.0,0.0
3306,"116.15,39.72",116.15,39.72,0.0,8.0,0.0,1.0
3307,"117.25,40.24",117.25,40.24,0.0,1.0,0.0,0.0
3308,"116.53,40.68",116.53,40.68,0.0,1.0,0.0,0.0
3309,"116.25,39.74",116.25,39.74,0.0,0.0,0.0,0.0
3310,"116.25,40.19",116.25,40.19,0.0,7.0,0.0,2.0
3311,"116.16,39.90",116.16,39.9,0.0,4.0,0.0,0.0
3312,"116.19,39.68",116.19,39.68,0.0,0.0,0.0,0.0
3313,"117.01,40.36",117.01,40.36,0.0,10.0,0.0,0.0
3314,"116.81,40.16",116.81,40.16,0.0,10.0,1.0,0.0
3315,"116.52,40.21",116.52,40.21,0.0,9.0,0.0,0.0
3316,"116.30,39.76",116.3,39.76,0.0,3.0,4.0,2.0
3317,"116.86,40.40",116.86,40.4,0.0,10.0,1.0,2.0
3318,"116.35,39.57",116.35,39.57,0.0,0.0,0.0,0.0
3319,"116.65,39.92",116.65,39.92,0.0,10.0,3.0,2.0
3320,"116.51,39.97",116.51,39.97,0.0,10.0,0.0,4.0
3321,"116.78,39.73",116.78,39.73,0.0,1.0,0.0,1.0
3322,"116.54,40.07",116.54,40.07,0.0,2.0,0.0,0.0
3323,"116.70,39.91",116.7,39.91,1.0,10.0,0.0,1.0
3324,"116.46,39.61",116.46,39.61,0.0,3.0,0.0,0.0
3325,"116.61,39.70",116.61,39.7,0.0,0.0,0.0,0.0
3326,"116.42,39.89",116.42,39.89,2.0,10.0,1.0,5.0
3327,"116.42,39.72",116.42,39.72,0.0,10.0,0.0,0.0
3328,"116.12,39.89",116.12,39.89,1.0,10.0,0.0,1.0
3329,"116.28,39.53",116.28,39.53,0.0,4.0,0.0,0.0
3330,"116.79,39.76",116.79,39.76,0.0,4.0,0.0,0.0
3331,"116.57,39.81",116.57,39.81,0.0,10.0,0.0,0.0
3332,"116.30,39.63",116.3,39.63,0.0,5.0,0.0,0.0
3333,"117.05,40.17",117.05,40.17,0.0,2.0,0.0,0.0
3334,"116.32,39.55",116.32,39.55,0.0,3.0,0.0,0.0
3335,"116.28,39.65",116.28,39.65,0.0,2.0,0.0,0.0
3336,"116.43,39.69",116.43,39.69,0.0,9.0,0.0,0.0
3337,"116.59,40.31",116.59,40.31,0.0,2.0,0.0,0.0
3338,"116.76,39.88",116.76,39.88,0.0,2.0,0.0,0.0
3339,"116.10,40.51",116.1,40.51,0.0,4.0,0.0,0.0
3340,"116.35,39.90",116.35,39.9,1.0,10.0,3.0,3.0
3341,"116.24,39.90",116.24,39.9,0.0,10.0,1.0,3.0
3342,"115.97,39.71",115.97,39.71,0.0,5.0,0.0,1.0
3343,"116.47,39.81",116.47,39.81,1.0,10.0,1.0,0.0
3344,"116.64,40.23",116.64,40.23,0.0,2.0,0.0,0.0
3345,"117.10,40.09",117.1,40.09,0.0,2.0,0.0,0.0
3346,"116.19,39.90",116.19,39.9,0.0,4.0,0.0,0.0
3347,"115.81,39.56",115.81,39.56,0.0,6.0,0.0,0.0
3348,"116.35,39.83",116.35,39.83,0.0,8.0,0.0,1.0
3349,"116.18,39.81",116.18,39.81,0.0,4.0,0.0,2.0
3350,"116.05,40.17",116.05,40.17,0.0,1.0,0.0,0.0
3351,"116.70,39.72",116.7,39.72,0.0,7.0,0.0,1.0
3352,"116.91,40.21",116.91,40.21,0.0,4.0,0.0,0.0
3353,"116.27,39.80",116.27,39.8,0.0,1.0,0.0,0.0
3354,"115.93,40.33",115.93,40.33,0.0,0.0,0.0,0.0
3355,"116.69,40.33",116.69,40.33,0.0,4.0,0.0,0.0
3356,"116.41,39.72",116.41,39.72,0.0,10.0,0.0,0.0
3357,"115.69,39.60",115.69,39.6,0.0,0.0,0.0,0.0
3358,"116.76,40.43",116.76,40.43,0.0,2.0,0.0,0.0
3359,"116.28,39.75",116.28,39.75,0.0,1.0,2.0,0.0
3360,"116.52,40.09",116.52,40.09,0.0,2.0,1.0,0.0
3361,"116.68,40.35",116.68,40.35,0.0,10.0,0.0,0.0
3362,"116.35,39.53",116.35,39.53,0.0,0.0,0.0,0.0
3363,"116.70,40.18",116.7,40.18,0.0,2.0,0.0,0.0
3364,"116.34,39.79",116.34,39.79,1.0,10.0,0.0,1.0
3365,"116.37,39.95",116.37,39.95,4.0,10.0,3.0,2.0
3366,"116.27,39.79",116.27,39.79,0.0,1.0,0.0,0.0
3367,"116.39,39.51",116.39,39.51,0.0,0.0,0.0,0.0
3368,"116.36,39.72",116.36,39.72,0.0,10.0,0.0,0.0
3369,"116.50,40.18",116.5,40.18,0.0,4.0,0.0,0.0
3370,"116.72,40.15",116.72,40.15,0.0,4.0,0.0,0.0
3371,"116.53,40.13",116.53,40.13,0.0,6.0,0.0,0.0
3372,"116.14,40.27",116.14,40.27,0.0,0.0,0.0,0.0
3373,"116.31,39.87",116.31,39.87,4.0,10.0,0.0,0.0
3374,"116.26,40.11",116.26,40.11,0.0,2.0,0.0,0.0
3375,"116.75,39.88",116.75,39.88,0.0,4.0,0.0,0.0
3376,"116.32,40.04",116.32,40.04,1.0,10.0,2.0,2.0
3377,"115.95,40.45",115.95,40.45,0.0,3.0,0.0,0.0
3378,"116.01,40.14",116.01,40.14,0.0,3.0,0.0,0.0
3379,"116.80,39.80",116.8,39.8,0.0,7.0,0.0,0.0
3380,"116.32,40.55",116.32,40.55,0.0,2.0,0.0,0.0
3381,"115.52,39.67",115.52,39.67,0.0,1.0,0.0,0.0
3382,"116.74,40.28",116.74,40.28,0.0,0.0,0.0,0.0
3383,"115.90,40.42",115.9,40.42,0.0,3.0,0.0,0.0
3384,"116.22,40.10",116.22,40.1,0.0,3.0,1.0,1.0
3385,"116.09,40.53",116.09,40.53,0.0,4.0,0.0,0.0
3386,"115.90,39.63",115.9,39.63,0.0,4.0,0.0,0.0
3387,"116.67,39.98",116.67,39.98,0.0,10.0,0.0,0.0
3388,"117.17,40.13",117.17,40.13,0.0,2.0,0.0,1.0
3389,"115.58,39.64",115.58,39.64,0.0,3.0,0.0,0.0
3390,"116.74,40.22",116.74,40.22,0.0,8.0,0.0,1.0
3391,"116.05,39.98",116.05,39.98,0.0,3.0,0.0,0.0
3392,"116.01,40.32",116.01,40.32,0.0,1.0,0.0,0.0
3393,"116.73,40.11",116.73,40.11,0.0,2.0,0.0,0.0
3394,"116.69,40.30",116.69,40.3,0.0,10.0,0.0,0.0
3395,"116.67,40.44",116.67,40.44,0.0,2.0,0.0,0.0
3396,"116.51,40.14",116.51,40.14,0.0,3.0,0.0,0.0
3397,"116.70,40.19",116.7,40.19,0.0,0.0,0.0,0.0
3398,"116.59,40.92",116.59,40.92,0.0,0.0,0.0,0.0
3399,"116.62,39.87",116.62,39.87,0.0,4.0,0.0,0.0
3400,"116.67,40.43",116.67,40.43,0.0,1.0,0.0,0.0
3401,"116.32,39.58",116.32,39.58,0.0,1.0,0.0,0.0
3402,"116.52,39.68",116.52,39.68,0.0,10.0,0.0,1.0
3403,"116.16,39.64",116.16,39.64,0.0,4.0,0.0,0.0
3404,"116.65,40.61",116.65,40.61,0.0,1.0,0.0,0.0
3405,"116.25,39.87",116.25,39.87,2.0,10.0,0.0,0.0
3406,"116.67,40.36",116.67,40.36,0.0,9.0,1.0,0.0
3407,"116.65,40.27",116.65,40.27,0.0,6.0,0.0,0.0
3408,"115.98,40.50",115.98,40.5,0.0,3.0,0.0,0.0
3409,"116.44,39.95",116.44,39.95,1.0,10.0,2.0,5.0
3410,"115.98,40.51",115.98,40.51,0.0,2.0,0.0,0.0
3411,"116.62,39.67",116.62,39.67,0.0,9.0,0.0,0.0
3412,"115.98,40.41",115.98,40.41,0.0,5.0,0.0,0.0
3413,"116.31,39.61",116.31,39.61,0.0,5.0,0.0,0.0
3414,"116.52,40.03",116.52,40.03,0.0,6.0,1.0,1.0
3415,"116.64,40.03",116.64,40.03,0.0,7.0,0.0,0.0
3416,"116.21,40.04",116.21,40.04,0.0,4.0,1.0,1.0
3417,"116.85,40.19",116.85,40.19,0.0,3.0,0.0,0.0
3418,"116.35,40.09",116.35,40.09,1.0,10.0,1.0,3.0
3419,"116.60,39.90",116.6,39.9,0.0,10.0,0.0,1.0
3420,"116.26,39.84",116.26,39.84,0.0,10.0,0.0,0.0
3421,"115.95,40.39",115.95,40.39,0.0,1.0,0.0,0.0
3422,"116.68,40.39",116.68,40.39,0.0,1.0,1.0,0.0
3423,"116.01,39.69",116.01,39.69,0.0,4.0,0.0,0.0
3424,"116.31,39.75",116.31,39.75,0.0,10.0,0.0,3.0
3425,"116.21,40.22",116.21,40.22,0.0,5.0,0.0,2.0
3426,"116.67,40.09",116.67,40.09,0.0,9.0,0.0,1.0
3427,"116.17,40.17",116.17,40.17,0.0,10.0,0.0,0.0
3428,"116.07,39.81",116.07,39.81,0.0,10.0,0.0,0.0
3429,"117.13,40.12",117.13,40.12,0.0,9.0,0.0,0.0
3430,"116.46,39.77",116.46,39.77,1.0,10.0,0.0,0.0
3431,"116.43,39.79",116.43,39.79,1.0,6.0,0.0,0.0
3432,"116.84,40.41",116.84,40.41,0.0,6.0,0.0,1.0
3433,"116.62,40.17",116.62,40.17,0.0,6.0,0.0,0.0
3434,"116.61,40.07",116.61,40.07,0.0,2.0,0.0,0.0
3435,"116.54,40.16",116.54,40.16,0.0,5.0,0.0,0.0
3436,"116.28,39.81",116.28,39.81,0.0,3.0,0.0,0.0
3437,"117.09,40.51",117.09,40.51,0.0,4.0,0.0,0.0
3438,"116.26,39.85",116.26,39.85,0.0,10.0,0.0,2.0
3439,"116.36,40.39",116.36,40.39,0.0,0.0,0.0,0.0
3440,"116.74,40.64",116.74,40.64,0.0,0.0,0.0,0.0
3441,"116.67,40.31",116.67,40.31,0.0,10.0,0.0,1.0
3442,"116.24,40.21",116.24,40.21,0.0,10.0,1.0,5.0
3443,"116.55,39.94",116.55,39.94,0.0,4.0,0.0,1.0
3444,"115.77,40.00",115.77,40.0,0.0,5.0,0.0,0.0
3445,"116.71,40.06",116.71,40.06,0.0,5.0,0.0,2.0
3446,"116.13,40.11",116.13,40.11,0.0,4.0,3.0,0.0
3447,"116.02,40.15",116.02,40.15,0.0,3.0,0.0,0.0
3448,"116.49,40.16",116.49,40.16,0.0,0.0,0.0,0.0
3449,"116.46,40.41",116.46,40.41,0.0,0.0,0.0,0.0
3450,"116.34,39.78",116.34,39.78,1.0,10.0,0.0,1.0
3451,"116.40,40.22",116.4,40.22,0.0,3.0,0.0,0.0
3452,"115.91,39.67",115.91,39.67,0.0,5.0,0.0,0.0
3453,"115.99,39.65",115.99,39.65,0.0,5.0,0.0,0.0
3454,"116.28,39.80",116.28,39.8,0.0,1.0,0.0,0.0
3455,"116.59,40.26",116.59,40.26,0.0,3.0,0.0,0.0
3456,"116.53,40.21",116.53,40.21,0.0,10.0,0.0,0.0
3457,"115.97,39.77",115.97,39.77,0.0,6.0,0.0,1.0
3458,"116.20,39.98",116.2,39.98,0.0,0.0,0.0,0.0
3459,"116.69,40.44",116.69,40.44,0.0,3.0,0.0,0.0
3460,"116.60,40.10",116.6,40.1,0.0,4.0,0.0,0.0
3461,"116.52,40.13",116.52,40.13,0.0,4.0,0.0,0.0
3462,"116.58,39.67",116.58,39.67,0.0,7.0,0.0,0.0
3463,"116.11,40.12",116.11,40.12,0.0,1.0,0.0,0.0
3464,"116.70,39.82",116.7,39.82,0.0,9.0,0.0,0.0
3465,"116.01,39.89",116.01,39.89,0.0,0.0,0.0,0.0
3466,"116.11,39.72",116.11,39.72,0.0,7.0,0.0,0.0
3467,"116.58,40.00",116.58,40.0,0.0,9.0,1.0,0.0
3468,"116.75,40.17",116.75,40.17,0.0,1.0,0.0,0.0
3469,"116.47,39.62",116.47,39.62,0.0,2.0,0.0,0.0
3470,"117.18,40.66",117.18,40.66,0.0,5.0,0.0,0.0
3471,"116.69,40.67",116.69,40.67,0.0,2.0,0.0,0.0
3472,"116.73,39.88",116.73,39.88,0.0,5.0,0.0,0.0
3473,"116.76,39.99",116.76,39.99,0.0,3.0,0.0,0.0
3474,"116.84,40.47",116.84,40.47,0.0,3.0,0.0,0.0
3475,"116.77,40.32",116.77,40.32,0.0,2.0,0.0,0.0
3476,"116.70,40.35",116.7,40.35,0.0,9.0,0.0,1.0
3477,"116.60,39.79",116.6,39.79,0.0,1.0,0.0,0.0
3478,"115.95,39.65",115.95,39.65,0.0,1.0,0.0,0.0
3479,"116.02,39.88",116.02,39.88,0.0,0.0,0.0,0.0
3480,"116.38,40.09",116.38,40.09,1.0,10.0,3.0,0.0
3481,"116.56,39.92",116.56,39.92,1.0,10.0,10.0,2.0
3482,"116.64,40.25",116.64,40.25,0.0,2.0,0.0,0.0
3483,"116.38,39.62",116.38,39.62,0.0,0.0,0.0,0.0
3484,"116.61,39.63",116.61,39.63,0.0,0.0,0.0,0.0
3485,"116.25,39.58",116.25,39.58,0.0,4.0,0.0,0.0
3486,"116.06,40.24",116.06,40.24,0.0,0.0,0.0,0.0
3487,"116.23,40.28",116.23,40.28,0.0,8.0,0.0,0.0
3488,"116.87,39.69",116.87,39.69,0.0,4.0,0.0,0.0
3489,"116.84,39.73",116.84,39.73,0.0,5.0,0.0,0.0
3490,"115.89,39.57",115.89,39.57,0.0,5.0,0.0,0.0
3491,"116.56,40.40",116.56,40.4,0.0,3.0,0.0,0.0
3492,"116.20,39.96",116.2,39.96,0.0,3.0,2.0,2.0
3493,"116.82,39.68",116.82,39.68,0.0,3.0,0.0,0.0
3494,"116.21,40.27",116.21,40.27,0.0,6.0,0.0,0.0
3495,"116.32,39.48",116.32,39.48,0.0,5.0,0.0,0.0
3496,"116.16,39.83",116.16,39.83,0.0,3.0,2.0,1.0
3497,"116.35,39.92",116.35,39.92,2.0,10.0,1.0,7.0
3498,"115.97,39.65",115.97,39.65,0.0,3.0,0.0,0.0
3499,"116.92,40.38",116.92,40.38,0.0,7.0,0.0,0.0
3500,"116.82,40.04",116.82,40.04,0.0,6.0,0.0,0.0
3501,"116.65,40.17",116.65,40.17,0.0,10.0,0.0,0.0
3502,"116.55,39.90",116.55,39.9,0.0,3.0,0.0,0.0
3503,"116.65,40.37",116.65,40.37,0.0,0.0,0.0,0.0
3504,"116.41,39.98",116.41,39.98,3.0,10.0,2.0,8.0
3505,"116.34,40.02",116.34,40.02,0.0,8.0,9.0,0.0
3506,"116.78,39.59",116.78,39.59,0.0,10.0,0.0,0.0
3507,"116.77,39.81",116.77,39.81,0.0,0.0,0.0,0.0
3508,"116.05,40.34",116.05,40.34,0.0,3.0,0.0,0.0
3509,"116.59,40.36",116.59,40.36,0.0,2.0,0.0,0.0
3510,"117.15,40.57",117.15,40.57,0.0,6.0,0.0,0.0
3511,"116.92,40.21",116.92,40.21,0.0,5.0,0.0,0.0
3512,"116.66,40.31",116.66,40.31,0.0,10.0,0.0,1.0
3513,"116.33,39.49",116.33,39.49,0.0,2.0,0.0,0.0
3514,"116.08,39.58",116.08,39.58,0.0,1.0,0.0,0.0
3515,"115.66,39.63",115.66,39.63,0.0,4.0,0.0,0.0
3516,"116.66,40.74",116.66,40.74,0.0,7.0,0.0,1.0
3517,"116.51,39.59",116.51,39.59,0.0,2.0,0.0,0.0
3518,"116.19,40.08",116.19,40.08,1.0,4.0,0.0,1.0
3519,"116.10,39.89",116.1,39.89,1.0,4.0,0.0,0.0
3520,"116.35,40.00",116.35,40.0,3.0,10.0,10.0,3.0
3521,"116.20,39.65",116.2,39.65,0.0,2.0,0.0,0.0
3522,"116.76,39.85",116.76,39.85,0.0,10.0,0.0,0.0
3523,"116.09,40.27",116.09,40.27,0.0,3.0,0.0,0.0
3524,"116.45,39.89",116.45,39.89,0.0,10.0,2.0,4.0
3525,"116.05,39.74",116.05,39.74,0.0,1.0,0.0,0.0
3526,"116.59,39.80",116.59,39.8,1.0,10.0,0.0,1.0
3527,"116.36,39.98",116.36,39.98,2.0,10.0,10.0,6.0
3528,"116.14,39.83",116.14,39.83,0.0,4.0,0.0,0.0
3529,"116.54,39.87",116.54,39.87,2.0,10.0,0.0,1.0
3530,"116.04,39.80",116.04,39.8,0.0,4.0,0.0,0.0
3531,"116.65,40.63",116.65,40.63,0.0,3.0,0.0,0.0
3532,"116.56,39.77",116.56,39.77,0.0,10.0,0.0,0.0
3533,"116.51,39.89",116.51,39.89,2.0,5.0,0.0,1.0
3534,"115.90,39.60",115.9,39.6,0.0,3.0,0.0,0.0
3535,"116.70,39.65",116.7,39.65,0.0,2.0,0.0,0.0
3536,"116.36,40.26",116.36,40.26,0.0,3.0,0.0,0.0
3537,"116.57,39.67",116.57,39.67,0.0,4.0,0.0,0.0
3538,"116.41,40.10",116.41,40.1,0.0,3.0,0.0,0.0
3539,"116.65,40.23",116.65,40.23,0.0,7.0,1.0,0.0
3540,"116.30,40.20",116.3,40.2,0.0,2.0,0.0,0.0
3541,"116.62,40.36",116.62,40.36,0.0,3.0,0.0,0.0
3542,"116.73,40.19",116.73,40.19,0.0,5.0,0.0,0.0
3543,"116.14,39.94",116.14,39.94,0.0,6.0,0.0,1.0
3544,"116.65,39.71",116.65,39.71,0.0,0.0,0.0,0.0
3545,"116.86,40.06",116.86,40.06,0.0,0.0,0.0,0.0
3546,"116.77,39.86",116.77,39.86,0.0,8.0,0.0,0.0
3547,"116.36,40.17",116.36,40.17,0.0,2.0,0.0,0.0
3548,"116.34,40.22",116.34,40.22,0.0,4.0,0.0,0.0
